season,yr,mnth,hr,holiday,weekday,workingday,temp,atemp,hum,windspeed,cnt,key
winter,2011,1,20,0,0,0,6.1,2.0,0.39,0.3582,22,43
winter,2011,1,21,0,0,0,4.2,-1.0,0.44,0.3284,31,44
winter,2011,1,22,0,0,0,3.3,-2.0,0.44,0.2985,9,45
winter,2011,1,23,0,0,0,2.3,-1.0,0.47,0.1642,8,46
winter,2011,1,0,0,1,1,2.3,-3.0,0.44,0.3582,5,47
winter,2011,1,1,0,1,1,1.4,-5.0,0.44,0.4179,2,48
winter,2011,1,4,0,1,1,-0.5,-7.0,0.47,0.3881,1,49
winter,2011,1,5,0,1,1,-0.5,-7.0,0.47,0.2836,3,50
winter,2011,1,6,0,1,1,-1.4,-9.0,0.5,0.3881,30,51
winter,2011,1,7,0,1,1,-1.4,-7.0,0.5,0.194,64,52
winter,2011,1,8,0,1,1,-1.4,-8.0,0.5,0.2836,154,53
winter,2011,1,9,0,1,1,-0.5,-7.0,0.43,0.3881,88,54
winter,2011,1,10,0,1,1,0.5,-5.0,0.43,0.2537,44,55
winter,2011,1,11,0,1,1,1.4,-4.0,0.4,0.3284,51,56
winter,2011,1,12,0,1,1,2.3,-2.0,0.35,0.2985,61,57
winter,2011,1,13,0,1,1,3.3,-2.0,0.35,0.2836,61,58
winter,2011,1,14,0,1,1,4.2,0.0,0.3,0.2836,77,59
winter,2011,1,15,0,1,1,4.2,0.0,0.3,0.2537,72,60
winter,2011,1,16,0,1,1,4.2,0.0,0.3,0.2537,76,61
winter,2011,1,17,0,1,1,3.3,-1.0,0.3,0.2239,157,62
winter,2011,1,18,0,1,1,3.3,1.0,0.32,0.1045,157,63
winter,2011,1,19,0,1,1,1.4,1.0,0.47,0.0,110,64
winter,2011,1,20,0,1,1,1.4,-1.0,0.47,0.1045,52,65
winter,2011,1,21,0,1,1,0.5,-3.0,0.64,0.1343,52,66
winter,2011,1,22,0,1,1,-1.4,-6.0,0.69,0.1343,20,67
winter,2011,1,23,0,1,1,0.5,-2.0,0.55,0.1045,12,68
winter,2011,1,0,0,2,1,-0.5,-4.0,0.55,0.1045,5,69
winter,2011,1,1,0,2,1,-0.5,-4.0,0.59,0.1045,2,70
winter,2011,1,2,0,2,1,-1.4,-6.0,0.63,0.1343,1,71
winter,2011,1,4,0,2,1,-1.4,-4.0,0.63,0.0896,2,72
winter,2011,1,5,0,2,1,-2.4,-6.0,0.68,0.1045,4,73
winter,2011,1,6,0,2,1,-2.4,-6.0,0.74,0.1045,36,74
winter,2011,1,7,0,2,1,-2.4,-6.0,0.74,0.1343,94,75
winter,2011,1,8,0,2,1,-1.4,-6.0,0.69,0.1642,179,76
winter,2011,1,9,0,2,1,-0.5,-6.0,0.64,0.2239,100,77
winter,2011,1,10,0,2,1,-0.5,-7.0,0.69,0.3284,42,78
winter,2011,1,11,0,2,1,2.3,-2.0,0.51,0.2985,57,79
winter,2011,1,12,0,2,1,2.3,-1.0,0.51,0.1642,78,80
winter,2011,1,13,0,2,1,3.3,-1.0,0.56,0.194,97,81
winter,2011,1,14,0,2,1,4.2,1.0,0.52,0.2239,63,82
winter,2011,1,15,0,2,1,5.2,2.0,0.52,0.2537,65,83
winter,2011,1,16,0,2,1,6.1,3.0,0.49,0.2537,83,84
winter,2011,1,17,0,2,1,5.2,2.0,0.48,0.2239,212,85
winter,2011,1,18,0,2,1,4.2,1.0,0.48,0.194,182,86
winter,2011,1,19,0,2,1,3.3,1.0,0.48,0.1045,112,87
winter,2011,1,20,0,2,1,3.3,1.0,0.48,0.1045,54,88
winter,2011,1,21,0,2,1,2.3,2.0,0.64,0.0,48,89
winter,2011,1,22,0,2,1,2.3,1.0,0.64,0.0896,35,90
winter,2011,1,23,0,2,1,1.4,-1.0,0.69,0.0896,11,91
winter,2011,1,0,0,3,1,1.4,1.0,0.64,0.0,6,92
winter,2011,1,1,0,3,1,-0.5,-3.0,0.74,0.0896,6,93
winter,2011,1,2,0,3,1,-0.5,-3.0,0.74,0.0896,2,94
winter,2011,1,4,0,3,1,3.3,-1.0,0.48,0.2239,2,95
winter,2011,1,5,0,3,1,2.3,-1.0,0.47,0.1642,3,96
winter,2011,1,6,0,3,1,1.4,-3.0,0.47,0.2239,33,97
winter,2011,1,7,0,3,1,0.5,-4.0,0.43,0.194,88,98
winter,2011,1,8,0,3,1,1.4,-4.0,0.4,0.2985,195,99
winter,2011,1,9,0,3,1,2.3,-3.0,0.37,0.3284,115,100
winter,2011,1,10,0,3,1,2.3,-3.0,0.37,0.3284,57,101
winter,2011,1,11,0,3,1,4.2,-1.0,0.33,0.3284,46,102
winter,2011,1,12,0,3,1,4.2,-1.0,0.33,0.3284,79,103
winter,2011,1,13,0,3,1,5.2,1.0,0.3,0.2985,71,104
winter,2011,1,14,0,3,1,6.1,3.0,0.28,0.194,62,105
winter,2011,1,15,0,3,1,6.1,3.0,0.28,0.194,62,106
winter,2011,1,16,0,3,1,6.1,5.0,0.28,0.0896,89,107
winter,2011,1,17,0,3,1,3.3,-1.0,0.38,0.194,190,108
winter,2011,1,18,0,3,1,3.3,0.0,0.38,0.1343,169,109
winter,2011,1,19,0,3,1,3.3,1.0,0.38,0.1045,132,110
winter,2011,1,20,0,3,1,2.3,-1.0,0.47,0.1642,89,111
winter,2011,1,21,0,3,1,1.4,-3.0,0.51,0.194,43,112
winter,2011,1,22,0,3,1,0.5,-3.0,0.55,0.1343,42,113
winter,2011,1,23,0,3,1,1.4,1.0,0.47,0.0,19,114
winter,2011,1,0,0,4,1,0.5,0.0,0.55,0.0,11,115
winter,2011,1,1,0,4,1,-0.5,-1.0,0.64,0.0,4,116
winter,2011,1,2,0,4,1,-0.5,-1.0,0.64,0.0,2,117
winter,2011,1,4,0,4,1,-0.5,-3.0,0.64,0.0896,1,118
winter,2011,1,5,0,4,1,-1.4,-4.0,0.69,0.0896,4,119
winter,2011,1,6,0,4,1,-1.4,-5.0,0.63,0.1045,36,120
winter,2011,1,7,0,4,1,-0.5,-1.0,0.59,0.0,95,121
winter,2011,1,8,0,4,1,-0.5,-1.0,0.59,0.0,219,122
winter,2011,1,9,0,4,1,0.5,0.0,0.51,0.0,122,123
winter,2011,1,10,0,4,1,1.4,1.0,0.47,0.0,45,124
winter,2011,1,11,0,4,1,2.3,1.0,0.44,0.0896,59,125
winter,2011,1,12,0,4,1,4.2,3.0,0.35,0.0,84,126
winter,2011,1,13,0,4,1,4.2,2.0,0.35,0.1045,67,127
winter,2011,1,14,0,4,1,5.2,2.0,0.36,0.1642,70,128
winter,2011,1,15,0,4,1,5.2,2.0,0.36,0.0,62,129
winter,2011,1,16,0,4,1,4.2,1.0,0.38,0.1642,86,130
winter,2011,1,17,0,4,1,2.3,-1.0,0.51,0.1642,172,131
winter,2011,1,18,0,4,1,2.3,-1.0,0.51,0.1343,163,132
winter,2011,1,19,0,4,1,2.3,1.0,0.55,0.0896,112,133
winter,2011,1,20,0,4,1,1.4,-2.0,0.51,0.1642,69,134
winter,2011,1,21,0,4,1,2.3,-2.0,0.55,0.2239,48,135
winter,2011,1,22,0,4,1,2.3,-2.0,0.51,0.2836,52,136
winter,2011,1,23,0,4,1,1.4,-3.0,0.59,0.194,23,137
winter,2011,1,0,0,5,1,1.4,-3.0,0.64,0.194,17,138
winter,2011,1,1,0,5,1,1.4,-3.0,0.69,0.2239,7,139
winter,2011,1,2,0,5,1,1.4,-3.0,0.69,0.2239,1,140
winter,2011,1,4,0,5,1,1.4,-2.0,0.69,0.1343,1,141
winter,2011,1,5,0,5,1,2.3,2.0,0.55,0.0,5,142
winter,2011,1,6,0,5,1,1.4,1.0,0.69,0.0,34,143
winter,2011,1,7,0,5,1,1.4,-2.0,0.69,0.1343,84,144
winter,2011,1,8,0,5,1,1.4,-3.0,0.51,0.2537,210,145
winter,2011,1,9,0,5,1,1.4,-4.0,0.47,0.2985,134,146
winter,2011,1,10,0,5,1,2.3,-3.0,0.37,0.3284,63,147
winter,2011,1,11,0,5,1,1.4,-3.0,0.4,0.2239,67,148
winter,2011,1,12,0,5,1,1.4,-3.0,0.37,0.2537,59,149
winter,2011,1,13,0,5,1,1.4,-4.0,0.37,0.2836,73,150
winter,2011,1,14,0,5,1,1.4,-3.0,0.4,0.2537,50,151
winter,2011,1,15,0,5,1,1.4,-2.0,0.37,0.1642,72,152
winter,2011,1,16,0,5,1,1.4,-2.0,0.37,0.1642,87,153
winter,2011,1,17,0,5,1,1.4,1.0,0.37,0.0,187,154
winter,2011,1,18,0,5,1,1.4,-1.0,0.4,0.0896,123,155
winter,2011,1,19,0,5,1,-0.5,-3.0,0.55,0.0896,95,156
winter,2011,1,20,0,5,1,0.5,-2.0,0.47,0.1045,51,157
winter,2011,1,21,0,5,1,0.5,-3.0,0.47,0.1343,39,158
winter,2011,1,22,0,5,1,0.5,-3.0,0.43,0.1642,36,159
winter,2011,1,23,0,5,1,0.5,-3.0,0.51,0.1642,15,160
winter,2011,1,0,0,6,0,0.5,-3.0,0.51,0.1642,25,161
winter,2011,1,1,0,6,0,0.5,-2.0,0.55,0.0896,16,162
winter,2011,1,2,0,6,0,0.5,0.0,0.55,0.0,16,163
winter,2011,1,3,0,6,0,0.5,-3.0,0.55,0.1642,7,164
winter,2011,1,4,0,6,0,0.5,-3.0,0.55,0.1642,1,165
winter,2011,1,5,0,6,0,-0.5,-5.0,0.74,0.1642,5,166
winter,2011,1,6,0,6,0,-0.5,-5.0,0.74,0.1642,2,167
winter,2011,1,7,0,6,0,-0.5,-4.0,0.74,0.1045,9,168
winter,2011,1,8,0,6,0,-0.5,-4.0,0.93,0.1045,15,169
winter,2011,1,9,0,6,0,-0.5,-4.0,0.93,0.1045,20,170
winter,2011,1,10,0,6,0,0.5,-3.0,0.8,0.1642,61,171
winter,2011,1,11,0,6,0,1.4,-4.0,0.69,0.3881,62,172
winter,2011,1,12,0,6,0,1.4,-4.0,0.59,0.3582,98,173
winter,2011,1,13,0,6,0,1.4,-4.0,0.44,0.3284,102,174
winter,2011,1,14,0,6,0,1.4,-5.0,0.32,0.4925,95,175
winter,2011,1,15,0,6,0,1.4,-5.0,0.32,0.4478,74,176
winter,2011,1,16,0,6,0,0.5,-7.0,0.29,0.4478,76,177
winter,2011,1,17,0,6,0,-0.5,-8.0,0.37,0.5522,69,178
winter,2011,1,18,0,6,0,-1.4,-8.0,0.39,0.2985,55,179
winter,2011,1,19,0,6,0,-1.4,-8.0,0.36,0.2537,30,180
winter,2011,1,20,0,6,0,-2.4,-8.0,0.36,0.2537,28,181
winter,2011,1,21,0,6,0,-2.4,-9.0,0.39,0.3582,37,182
winter,2011,1,22,0,6,0,-2.4,-9.0,0.36,0.3881,34,183
winter,2011,1,23,0,6,0,-3.3,-12.0,0.39,0.4478,22,184
winter,2011,1,0,0,0,0,-3.3,-11.0,0.42,0.3881,25,185
winter,2011,1,1,0,0,0,-3.3,-12.0,0.42,0.4627,12,186
winter,2011,1,2,0,0,0,-3.3,-12.0,0.46,0.4627,11,187
winter,2011,1,3,0,0,0,-3.3,-11.0,0.46,0.4179,4,188
winter,2011,1,4,0,0,0,-4.2,-10.0,0.53,0.194,1,189
winter,2011,1,5,0,0,0,-4.2,-10.0,0.53,0.194,1,190
winter,2011,1,6,0,0,0,-3.3,-10.0,0.49,0.2836,1,191
winter,2011,1,7,0,0,0,-4.2,-10.0,0.53,0.194,6,192
winter,2011,1,8,0,0,0,-3.3,-10.0,0.49,0.2836,10,193
winter,2011,1,9,0,0,0,-2.4,-11.0,0.46,0.5224,19,194
winter,2011,1,10,0,0,0,-1.4,-9.0,0.43,0.3881,49,195
winter,2011,1,11,0,0,0,-0.5,-8.0,0.4,0.5224,49,196
winter,2011,1,12,0,0,0,0.5,-7.0,0.37,0.4478,83,197
winter,2011,1,13,0,0,0,1.4,-5.0,0.34,0.4478,75,198
winter,2011,1,14,0,0,0,2.3,-4.0,0.32,0.4627,72,199
winter,2011,1,15,0,0,0,2.3,-3.0,0.35,0.3582,82,200
winter,2011,1,16,0,0,0,1.4,-5.0,0.34,0.4478,92,201
winter,2011,1,17,0,0,0,0.5,-6.0,0.37,0.3881,62,202
winter,2011,1,18,0,0,0,-0.5,-7.0,0.4,0.3284,48,203
winter,2011,1,19,0,0,0,-0.5,-7.0,0.43,0.3284,41,204
winter,2011,1,20,0,0,0,-1.4,-8.0,0.46,0.2537,38,205
winter,2011,1,21,0,0,0,-1.4,-9.0,0.46,0.4179,20,206
winter,2011,1,22,0,0,0,-1.4,-8.0,0.46,0.2985,15,207
winter,2011,1,23,0,0,0,-2.4,-7.0,0.5,0.194,6,208
winter,2011,1,0,0,1,1,-2.4,-8.0,0.5,0.2836,5,209
winter,2011,1,1,0,1,1,-2.4,-8.0,0.5,0.2836,1,210
winter,2011,1,2,0,1,1,-2.4,-8.0,0.5,0.2239,3,211
winter,2011,1,3,0,1,1,-2.4,-8.0,0.5,0.2239,1,212
winter,2011,1,4,0,1,1,-3.3,-8.0,0.54,0.1343,3,213
winter,2011,1,5,0,1,1,-3.3,-9.0,0.54,0.2537,3,214
winter,2011,1,6,0,1,1,-2.4,-8.0,0.5,0.2836,31,215
winter,2011,1,7,0,1,1,-2.4,-8.0,0.5,0.2239,77,216
winter,2011,1,8,0,1,1,-2.4,-8.0,0.5,0.2836,188,217
winter,2011,1,9,0,1,1,-1.4,-8.0,0.5,0.2537,94,218
winter,2011,1,10,0,1,1,-1.4,-8.0,0.5,0.2985,31,219
winter,2011,1,11,0,1,1,-0.5,-7.0,0.47,0.2836,30,220
winter,2011,1,12,0,1,1,1.4,-4.0,0.4,0.2836,52,221
winter,2011,1,13,0,1,1,1.4,-4.0,0.4,0.2836,54,222
winter,2011,1,14,0,1,1,1.4,-3.0,0.4,0.2239,47,223
winter,2011,1,15,0,1,1,1.4,-3.0,0.4,0.2239,45,224
winter,2011,1,16,0,1,1,1.4,-2.0,0.4,0.1343,74,225
winter,2011,1,17,0,1,1,1.4,-1.0,0.4,0.1045,178,226
winter,2011,1,18,0,1,1,1.4,-3.0,0.4,0.2239,155,227
winter,2011,1,19,0,1,1,-0.5,-5.0,0.47,0.1642,95,228
winter,2011,1,20,0,1,1,-0.5,-5.0,0.5,0.1642,74,229
winter,2011,1,21,0,1,1,-1.4,-7.0,0.59,0.194,38,230
winter,2011,1,22,0,1,1,-1.4,-6.0,0.59,0.1642,24,231
winter,2011,1,23,0,1,1,-1.4,-6.0,0.59,0.1642,18,232
winter,2011,1,0,0,2,1,-1.4,-5.0,0.59,0.1045,12,233
winter,2011,1,1,0,2,1,-1.4,-6.0,0.59,0.1642,3,234
winter,2011,1,2,0,2,1,-0.5,-6.0,0.55,0.194,3,235
winter,2011,1,5,0,2,1,-0.5,-4.0,0.55,0.1343,6,236
winter,2011,1,6,0,2,1,-0.5,-4.0,0.55,0.1343,27,237
winter,2011,1,7,0,2,1,-0.5,-1.0,0.55,0.0,99,238
winter,2011,1,8,0,2,1,0.5,-2.0,0.51,0.0896,217,239
winter,2011,1,9,0,2,1,0.5,-3.0,0.51,0.1642,130,240
winter,2011,1,10,0,2,1,1.4,-2.0,0.51,0.1642,54,241
winter,2011,1,11,0,2,1,1.4,-2.0,0.47,0.1343,35,242
winter,2011,1,12,0,2,1,1.4,-1.0,0.51,0.1045,57,243
winter,2011,1,13,0,2,1,1.4,-1.0,0.59,0.0896,52,244
winter,2011,1,14,0,2,1,1.4,-1.0,0.59,0.0896,63,245
winter,2011,1,15,0,2,1,-0.5,-3.0,0.8,0.0896,47,246
winter,2011,1,16,0,2,1,-0.5,-6.0,0.86,0.2239,76,247
winter,2011,1,17,0,2,1,-0.5,-6.0,0.86,0.2239,136,248
winter,2011,1,18,0,2,1,-0.5,-4.0,0.93,0.1045,95,249
winter,2011,1,19,0,2,1,-0.5,-1.0,0.93,0.0,51,250
winter,2011,1,20,0,2,1,-0.5,-6.0,0.93,0.194,32,251
winter,2011,1,21,0,2,1,-0.5,-3.0,0.86,0.0896,20,252
winter,2011,1,22,0,2,1,-0.5,-4.0,0.93,0.1045,29,253
winter,2011,1,23,0,2,1,-0.5,-3.0,0.93,0.0896,19,254
winter,2011,1,0,0,3,1,-0.5,-3.0,0.86,0.0896,7,255
winter,2011,1,1,0,3,1,-0.5,-4.0,0.86,0.1045,6,256
winter,2011,1,2,0,3,1,-1.4,-6.0,0.86,0.1343,1,257
winter,2011,1,5,0,3,1,-1.4,-6.0,0.86,0.1642,5,258
winter,2011,1,6,0,3,1,-2.4,-6.0,0.93,0.1343,16,259
winter,2011,1,7,0,3,1,-1.4,-6.0,0.69,0.1343,54,260
winter,2011,1,8,0,3,1,-0.5,-5.0,0.59,0.1642,128,261
winter,2011,1,9,0,3,1,-0.5,-7.0,0.59,0.3284,81,262
winter,2011,1,10,0,3,1,0.5,-4.0,0.55,0.2239,39,263
winter,2011,1,11,0,3,1,1.4,-4.0,0.51,0.3881,35,264
winter,2011,1,12,0,3,1,1.4,-6.0,0.47,0.5821,55,265
winter,2011,1,13,0,3,1,2.3,-3.0,0.44,0.3582,49,266
winter,2011,1,14,0,3,1,1.4,-4.0,0.47,0.3284,44,267
winter,2011,1,15,0,3,1,1.4,-5.0,0.47,0.4179,49,268
winter,2011,1,16,0,3,1,2.3,-3.0,0.44,0.3284,68,269
winter,2011,1,17,0,3,1,1.4,-4.0,0.47,0.3582,139,270
winter,2011,1,18,0,3,1,1.4,-6.0,0.47,0.5224,137,271
winter,2011,1,19,0,3,1,0.5,-6.0,0.47,0.4179,83,272
winter,2011,1,20,0,3,1,-0.5,-7.0,0.5,0.3284,56,273
winter,2011,1,21,0,3,1,-0.5,-7.0,0.55,0.3284,57,274
winter,2011,1,22,0,3,1,-0.5,-8.0,0.55,0.4478,33,275
winter,2011,1,23,0,3,1,-1.4,-9.0,0.59,0.4179,20,276
winter,2011,1,0,0,4,1,-1.4,-8.0,0.59,0.2836,7,277
winter,2011,1,1,0,4,1,-1.4,-8.0,0.5,0.2836,2,278
winter,2011,1,2,0,4,1,-1.4,-8.0,0.5,0.3582,2,279
winter,2011,1,3,0,4,1,-1.4,-8.0,0.5,0.3284,3,280
winter,2011,1,4,0,4,1,-1.4,-8.0,0.5,0.2537,4,281
winter,2011,1,5,0,4,1,-1.4,-8.0,0.5,0.2985,3,282
winter,2011,1,6,0,4,1,-2.4,-6.0,0.54,0.1343,28,283
winter,2011,1,7,0,4,1,-2.4,-6.0,0.54,0.1343,72,284
winter,2011,1,8,0,4,1,-1.4,-7.0,0.5,0.194,202,285
winter,2011,1,9,0,4,1,-1.4,-8.0,0.5,0.3284,139,286
winter,2011,1,10,0,4,1,-0.5,-7.0,0.5,0.3582,38,287
winter,2011,1,11,0,4,1,1.4,-5.0,0.44,0.4478,37,288
winter,2011,1,12,0,4,1,1.4,-5.0,0.44,0.4179,52,289
winter,2011,1,13,0,4,1,2.3,-3.0,0.41,0.4478,83,290
winter,2011,1,14,0,4,1,2.3,-3.0,0.41,0.3881,42,291
winter,2011,1,15,0,4,1,3.3,-2.0,0.38,0.2985,60,292
winter,2011,1,16,0,4,1,3.3,-2.0,0.38,0.3582,78,293
winter,2011,1,17,0,4,1,1.4,-4.0,0.4,0.2836,162,294
winter,2011,1,18,0,4,1,1.4,-4.0,0.4,0.3284,144,295
winter,2011,1,19,0,4,1,-0.5,-6.0,0.47,0.2537,99,296
winter,2011,1,20,0,4,1,-0.5,-6.0,0.47,0.2239,64,297
winter,2011,1,21,0,4,1,-1.4,-8.0,0.46,0.2985,40,298
winter,2011,1,22,0,4,1,-1.4,-8.0,0.46,0.3284,30,299
winter,2011,1,23,0,4,1,-2.4,-7.0,0.5,0.194,15,300
winter,2011,1,0,0,5,1,-2.4,-7.0,0.5,0.194,14,301
winter,2011,1,1,0,5,1,-3.3,-8.0,0.54,0.1642,5,302
winter,2011,1,2,0,5,1,-3.3,-8.0,0.54,0.1343,1,303
winter,2011,1,3,0,5,1,-3.3,-7.0,0.54,0.1045,1,304
winter,2011,1,5,0,5,1,-3.3,-7.0,0.54,0.0896,8,305
winter,2011,1,6,0,5,1,-3.3,-4.0,0.54,0.0,17,306
winter,2011,1,7,0,5,1,-3.3,-8.0,0.74,0.1642,70,307
winter,2011,1,8,0,5,1,-2.4,-5.0,0.68,0.0,158,308
winter,2011,1,9,0,5,1,-1.4,-6.0,0.69,0.1343,117,309
winter,2011,1,10,0,5,1,0.5,-4.0,0.55,0.194,44,310
winter,2011,1,11,0,5,1,0.5,-5.0,0.51,0.2836,53,311
winter,2011,1,12,0,5,1,1.4,-3.0,0.44,0.2537,61,312
winter,2011,1,13,0,5,1,2.3,-3.0,0.37,0.3881,77,313
winter,2011,1,14,0,5,1,2.3,-2.0,0.41,0.2836,64,314
winter,2011,1,15,0,5,1,3.3,0.0,0.38,0.1642,68,315
winter,2011,1,16,0,5,1,2.3,0.0,0.41,0.1045,90,316
winter,2011,1,17,0,5,1,2.3,-1.0,0.41,0.1642,159,317
winter,2011,1,18,0,5,1,1.4,1.0,0.47,0.0,139,318
winter,2011,1,19,0,5,1,-0.5,-3.0,0.59,0.0896,92,319
winter,2011,1,20,0,5,1,0.5,0.0,0.59,0.0,68,320
winter,2011,1,21,0,5,1,-0.5,-1.0,0.69,0.0,52,321
winter,2011,1,22,0,5,1,-0.5,-1.0,0.69,0.0,36,322
winter,2011,1,23,0,5,1,0.5,0.0,0.55,0.0,27,323
winter,2011,1,0,0,6,0,0.5,0.0,0.55,0.0,28,324
winter,2011,1,1,0,6,0,-0.5,-3.0,0.59,0.0896,20,325
winter,2011,1,2,0,6,0,-0.5,-3.0,0.59,0.0896,12,326
winter,2011,1,3,0,6,0,-0.5,-1.0,0.59,0.0,8,327
winter,2011,1,4,0,6,0,-0.5,-1.0,0.59,0.0,5,328
winter,2011,1,5,0,6,0,-0.5,-1.0,0.59,0.0,1,329
winter,2011,1,6,0,6,0,-1.4,-5.0,0.63,0.1045,3,330
winter,2011,1,7,0,6,0,-1.4,-2.0,0.63,0.0,10,331
winter,2011,1,8,0,6,0,-1.4,-6.0,0.63,0.1343,23,332
winter,2011,1,9,0,6,0,-0.5,-4.0,0.64,0.1343,33,333
winter,2011,1,10,0,6,0,0.5,-3.0,0.59,0.1642,59,334
winter,2011,1,11,0,6,0,1.4,-3.0,0.55,0.2239,72,335
winter,2011,1,12,0,6,0,3.3,-1.0,0.48,0.2239,89,336
winter,2011,1,13,0,6,0,5.2,1.0,0.38,0.2985,101,337
winter,2011,1,14,0,6,0,6.1,3.0,0.39,0.2836,118,338
winter,2011,1,15,0,6,0,7.0,5.0,0.36,0.194,129,339
winter,2011,1,16,0,6,0,8.0,6.0,0.34,0.194,128,340
winter,2011,1,17,0,6,0,7.0,4.0,0.36,0.2836,83,341
winter,2011,1,18,0,6,0,6.1,3.0,0.45,0.2537,84,342
winter,2011,1,19,0,6,0,7.0,4.0,0.39,0.2537,74,343
winter,2011,1,20,0,6,0,7.0,4.0,0.39,0.2537,41,344
winter,2011,1,21,0,6,0,7.0,4.0,0.39,0.2239,57,345
winter,2011,1,22,0,6,0,6.1,5.0,0.42,0.1045,26,346
winter,2011,1,23,0,6,0,6.1,3.0,0.45,0.2836,44,347
winter,2011,1,0,0,0,0,4.2,4.0,0.56,0.0,39,348
winter,2011,1,1,0,0,0,4.2,2.0,0.56,0.1343,23,349
winter,2011,1,2,0,0,0,4.2,3.0,0.56,0.0896,16,350
winter,2011,1,3,0,0,0,2.3,2.0,0.69,0.0,15,351
winter,2011,1,4,0,0,0,4.2,1.0,0.56,0.1642,1,352
winter,2011,1,5,0,0,0,4.2,1.0,0.56,0.1642,2,353
winter,2011,1,6,0,0,0,4.2,1.0,0.56,0.1642,1,354
winter,2011,1,7,0,0,0,3.3,-2.0,0.56,0.2985,3,355
winter,2011,1,8,0,0,0,2.3,-2.0,0.55,0.2836,18,356
winter,2011,1,9,0,0,0,2.3,-2.0,0.51,0.2537,32,357
winter,2011,1,10,0,0,0,2.3,-2.0,0.51,0.2836,79,358
winter,2011,1,11,0,0,0,3.3,-1.0,0.44,0.2537,93,359
winter,2011,1,12,0,0,0,3.3,-2.0,0.41,0.2836,104,360
winter,2011,1,13,0,0,0,4.2,-1.0,0.35,0.2985,118,361
winter,2011,1,14,0,0,0,5.2,2.0,0.36,0.2537,91,362
winter,2011,1,15,0,0,0,4.2,0.0,0.38,0.2537,113,363
winter,2011,1,16,0,0,0,3.3,-1.0,0.38,0.2239,99,364
winter,2011,1,17,0,0,0,2.3,-2.0,0.37,0.2537,105,365
winter,2011,1,18,0,0,0,1.4,-2.0,0.4,0.1642,67,366
